species_id,version_id,language_id,flavor_text
1,24,11,生まれてから　しばらくの　あいだは背中の　タネから　栄養を　もらって大きく　育つ。
1,25,1,ひなたで　ひるねを　する　すがたを　みかける。たいようの　ひかりを　いっぱい　あびることでせなかの　タネが　おおきく　そだつのだ。
1,25,3,양지에서 낮잠 자는 모습을 볼 수 있다.태양의 빛을 많이 받으면등의 씨앗이 크게 자란다.
1,25,5,Bulbizarre passe son temps à faire la sieste sous le soleil.Il y a une graine sur son dos. Il absorbe les rayons du soleilpour faire doucement pousser la graine.
1,25,6,"Bisasam macht gern einmal ein Nickerchen imSonnenschein. Auf seinem Rücken trägt es einenSamen. Indem es Sonnenstrahlen aufsaugt,wird der Samen zunehmend größer."
1,25,7,A Bulbasaur es fácil verle echándose una siesta al sol.La semilla que tiene en el lomo va creciendo cada vez mása medida que absorbe los rayos del sol.
1,25,8,È possibile vedere Bulbasaur mentre schiaccia un pisolinosotto il sole. Ha un seme piantato sulla schiena. Grazie airaggi solari il seme cresce ingrandendosi progressivamente.
1,25,9,"Bulbasaur can be seen napping in bright sunlight.There is a seed on its back. By soaking up the sun’s rays,the seed grows progressively larger."
1,25,11,日なたで　昼寝を　する　姿を　見かける。太陽の　光を　いっぱい　浴びることで背中の　タネが　大きく　育つのだ。
1,26,1,ひなたで　ひるねを　する　すがたを　みかける。たいようの　ひかりを　いっぱい　あびることでせなかの　タネが　おおきく　そだつのだ。
1,26,3,양지에서 낮잠 자는 모습을 볼 수 있다.태양의 빛을 많이 받으면등의 씨앗이 크게 자란다.
1,26,5,Bulbizarre passe son temps à faire la sieste sous le soleil.Il y a une graine sur son dos. Il absorbe les rayons du soleilpour faire doucement pousser la graine.
1,26,6,"Bisasam macht gern einmal ein Nickerchen imSonnenschein. Auf seinem Rücken trägt es einenSamen. Indem es Sonnenstrahlen aufsaugt,wird er zunehmend größer."
1,26,7,A Bulbasaur es fácil verle echándose una siesta al sol.La semilla que tiene en el lomo va creciendo cada vez mása medida que absorbe los rayos del sol.
1,26,8,È possibile vedere Bulbasaur mentre schiaccia un pisolinosotto il sole. Ha un seme piantato sulla schiena. Grazie airaggi solari il seme cresce ingrandendosi progressivamente.
1,26,9,"Bulbasaur can be seen napping in bright sunlight.There is a seed on its back. By soaking up the sun’s rays,the seed grows progressively larger."
1,26,11,日なたで　昼寝を　する　姿を　見かける。太陽の　光を　いっぱい　浴びることで背中の　タネが　大きく　育つのだ。
1,31,1,なんにちだって　なにも　たべなくてもげんき！　せなかのタネに　たくさんえいようが　あるから　へいきだ！
1,31,3,며칠 동안 아무것도 먹지 않아도건강하다! 등에 있는 씨앗에는많은 영양분이 있어서 문제없다!
1,31,4,背上的種子裡存著很多營養，所以就算好幾天不吃東西也能活得好好的！
1,31,5,Il peut survivre plusieurs jours sans mangergrâce aux nutriments contenus dans le bulbesur son dos.
1,31,6,"Es kommt tagelang ohne Nahrung aus, da esin den Samen auf seinem Rücken Nährstoffespeichert."
1,31,7,Puede sobrevivir largo tiempo sin probarbocado gracias a los nutrientes que guardaen el bulbo del lomo.
1,31,8,Questo Pokémon può stare a lungo senzamangiare. Accumula energia nel bulbo cheha sulla schiena.
1,31,9,"It can go for days without eating a single morsel.In the bulb on its back, it stores energy."
1,31,11,何日だって　なにも　食べなくても元気！　背中のタネに　たくさん栄養が　あるから　平気だ！
1,31,12,背上的种子里储存着营养，所以即使好几天不吃东西也可以活得好好的！
1,32,1,なんにちだって　なにも　たべなくてもげんき！　せなかのタネに　たくさんえいようが　あるから　へいきだ！
1,32,3,며칠 동안 아무것도 먹지 않아도건강하다! 등에 있는 씨앗에는많은 영양분이 있어서 문제없다!
1,32,4,背上的種子裡存著很多營養，所以就算好幾天不吃東西也能活得好好的！
1,32,5,Il peut survivre plusieurs jours sans mangergrâce aux nutriments contenus dans le bulbesur son dos.
1,32,6,"Es kommt tagelang ohne Nahrung aus, da esin den Samen auf seinem Rücken Nährstoffespeichert."
1,32,7,Puede sobrevivir largo tiempo sin probarbocado gracias a los nutrientes que guardaen el bulbo del lomo.
1,32,8,Questo Pokémon può stare a lungo senzamangiare. Accumula energia nel bulbo cheha sulla schiena.
1,32,9,"It can go for days without eating a single morsel.In the bulb on its back, it stores energy."
1,32,11,何日だって　なにも　食べなくても元気！　背中のタネに　たくさん栄養が　あるから　平気だ！
1,32,12,背上的种子里储存着营养，所以即使好几天不吃东西也可以活得好好的！
1,33,1,うまれたときから　せなかにしょくぶつの　タネが　あってすこしずつ　おおきく　そだつ。
1,33,3,태어났을 때부터 등에식물의 씨앗이 있으며조금씩 크게 자란다.
1,33,4,從出生的時候開始背上就有一顆植物種子。這顆種子會漸漸地長大。
1,33,5,Il y a une graine sur son dos depuis sa naissance.Elle grossit un peu chaque jour.
1,33,6,"Dieses Pokémon trägt von Geburt an einenSamen auf dem Rücken, der im Laufe der Zeitkeimt und wächst."
1,33,7,"Este Pokémon nace con una semilla en el lomo,que brota con el paso del tiempo."
1,33,8,Fin dalla nascita questo Pokémon ha sulla schienaun seme che cresce lentamente.
1,33,9,There is a plant seed on its back right from theday this Pokémon is born. The seed slowlygrows larger.
1,33,11,生まれたときから　背中に植物の　タネが　あって少しずつ　大きく　育つ。
1,33,12,从出生的时候开始，背上就有一颗植物种子。这颗种子会渐渐地长大。
1,34,1,うまれて　しばらくの　あいだせなかの　タネに　つまったえいようを　とって　そだつ。
1,34,3,태어나서 얼마 동안등의 씨앗에 담긴영양을 섭취하며 자란다.
1,34,4,在出生後的一段時間內，牠會吸收背上種子裡儲存著的營養成長。
1,34,5,"Quand il est jeune, il absorbe les nutrimentsconservés dans son dos pour grandiret se développer."
1,34,6,Nach der Geburt nimmt es für eine WeileNährstoffe über den Samen auf seinemRücken auf.
1,34,7,"Desde que nace, crece alimentándose de losnutrientes que contiene la semilla de su lomo."
1,34,8,"Appena nato, trae nutrimento dalle sostanzecontenute nel seme sul dorso."
1,34,9,"While it is young, it uses the nutrients that arestored in the seed on its back in order to grow."
1,34,11,生まれて　しばらくの　あいだ背中の　タネに　つまった栄養を　とって　育つ。
1,34,12,在出生后的一段时间内，它会吸收背上种子里储存着的营养成长。
2,1,9,"When the bulb onits back growslarge, it appears to lose theability to standon its hind legs."
2,2,9,"When the bulb onits back growslarge, it appears to lose theability to standon its hind legs."
2,3,9,The bulb on itsback grows bydrawing energy. It gives off anaroma when it isready to bloom.
2,4,9,Exposure to sun­light adds to itsstrength. Sunlight also makes the budon its back growlarger.
2,5,9,"If the bud on itsback starts tosmell sweet, it is evidence thatthe large flowerwill soon bloom."
2,6,9,The bulb on itsback grows as itabsorbs nutrients. The bulb gives offa pleasant aromawhen it blooms.
2,7,9,"There is a bud on this POKéMON’s back.To support its weight, IVYSAUR’s legsand trunk grow thick and strong. If it starts spending more time lyingin the sunlight, it’s a sign that thebud will bloom into a large flower soon."
2,8,9,"There is a bud on this POKéMON’s back.To support its weight, IVYSAUR’s legsand trunk grow thick and strong. If it starts spending more time lyingin the sunlight, it’s a sign that thebud will bloom into a large flower soon."
2,9,9,"To support its bulb, IVYSAUR’s legsgrow sturdy. If it spends more time lying inthe sunlight, the bud will soon bloom intoa large flower."
2,10,9,"There is a plant bulb on its back.When it absorbs nutrients, the bulb is saidto blossom into a large flower."
2,11,9,"When the bulb on its back grows large, itappears to lose the ability to stand onits hind legs."
2,12,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,13,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,14,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,15,9,Exposure to sunlight adds to itsstrength. Sunlight also makes thebud on its back grow larger.
2,16,9,"If the bud on its back starts tosmell sweet, it is evidence thatthe large flower will soon bloom."
2,17,5,"Lorsque le bourgeon sur son doséclot, il répand un doux parfumpour célébrer sa floraison."
2,17,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,18,5,"Lorsque le bourgeon sur son doséclot, il répand un doux parfumpour célébrer sa floraison."
2,18,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,21,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,22,9,"When the bud on its back startsswelling, a sweet aroma wafts toindicate the flower’s coming bloom."
2,23,1,つぼみが　せなかに　ついていてようぶんを　きゅうしゅうしていくとおおきな　はなが　さくという。
2,23,3,꽃봉오리가 등에 붙어 있으며양분을 흡수해가면커다란 꽃이 핀다고 한다.
2,23,5,"Il y a un bulbe sur son dos. On dit que s’il absorbeassez de nutriments, ce bulbe se transforme enune jolie fleur."
2,23,6,"Es trägt eine Knospe auf seinem Rücken. Nimmt esNahrung zu sich, soll aus der Knospe eine großeblühende Blume werden."
2,23,7,"Este Pokémon tiene un bulbo en el lomo. Dicen que,al absorber nutrientes, el bulbo se transforma en unaflor grande."
2,23,8,"Dopo aver assorbito sufficienti sostanze nutrienti,il bulbo sulla schiena sboccia in un magnifico fiore."
2,23,9,"There is a plant bulb on its back.When it absorbs nutrients, the bulb is said toblossom into a large flower."
2,23,11,つぼみが　背中に　ついていて養分を　吸収していくと大きな　花が　咲くという。
2,24,1,せなかの　つぼみが　ふくらみだすとあまい　においが　ただよいはじめる。たいりんの　はなが　さく　まえぶれ。
2,24,3,등의 봉오리가 부풀어 오르면달콤한 냄새가 감돌기 시작한다.큰 꽃이 필 조짐이다.
2,24,5,"Lorsque le bourgeon sur son dos éclot, il répandun doux parfum pour célébrer sa floraison."
2,24,6,"Sobald die Knospe auf seinem Rücken ein süßesAroma abgibt, steht die Blüte kurz bevor."
2,24,7,"Cuando el bulbo de su lomo se hincha, desprende undulce aroma para indicar el florecimiento."
2,24,8,"Quando il bocciolo che ha sul dorso si gonfia, emanaun dolce profumo. È indice dell’imminente fioritura."
2,24,9,"When the bud on its back starts swelling, a sweetaroma wafts to indicate the flower’s coming bloom."
2,24,11,背中の　つぼみが　ふくらみ出すと甘い　においが　漂いはじめる。大輪の　花が　咲く　前触れ。
2,25,1,つぼみを　ささえるため　あしこしが　つよくなる。ひなたで　じっとする　じかんが　ながくなればいよいよ　たいりんの　はなが　さくころだ。
2,25,3,꽃봉오리를 지탱하기 위해 하반신이 강해진다.양지에서 가만히 있는 시간이 길어지면드디어 커다란 꽃이 필 때다.
2,25,5,"Un bourgeon a poussé sur le dos de ce Pokémon. Pour ensupporter le poids, Herbizarre a dû se muscler les pattes.Lorsqu’il commence à se prélasser au soleil, ça signifie queson bourgeon va éclore, donnant naissance à une fleur."
2,25,6,"Bisaknosp hat eine Knospe auf seinem Rücken.Beine und Rumpf sind kräftig genug, um sein Gewichtzu tragen. Wenn es lange in der Sonne liegt, ist dasein Anzeichen dafür, dass die Knospe bald blüht."
2,25,7,"Este Pokémon lleva un bulbo en el lomo y, para poder consu peso, tiene unas patas y un tronco gruesos y fuertes.Si empieza a pasar más tiempo al sol, será porque el bulboestá a punto de hacerse una flor grande."
2,25,8,"C’è un germoglio piantato nella schiena di Ivysaur.Per sopportarne il peso, le zampe e il corpo crescono robusti.Quando inizia a passare più tempo esposto al sole, significache il germoglio sboccerà presto in un grande fiore."
2,25,9,"There is a bud on this Pokémon’s back. To support its weight,Ivysaur’s legs and trunk grow thick and strong.If it starts spending more time lying in the sunlight,it’s a sign that the bud will bloom into a large flower soon."
2,25,11,つぼみを　支えるため　足腰が　強くなる。日なたで　じっとする　時間が　長くなればいよいよ　大輪の　花が　咲くころだ。
2,26,1,つぼみを　ささえるため　あしこしが　つよくなる。ひなたで　じっとする　じかんが　ながくなればいよいよ　たいりんの　はなが　さくころだ。
2,26,3,꽃봉오리를 지탱하기 위해 하반신이 강해진다.양지에서 가만히 있는 시간이 길어지면드디어 커다란 꽃이 필 때다.
2,26,5,"Un bourgeon a poussé sur le dos de ce Pokémon. Pour ensupporter le poids, Herbizarre a dû se muscler les pattes.Lorsqu’il commence à se prélasser au soleil, ça signifie queson bourgeon va éclore, donnant naissance à une fleur."
2,26,6,"Bisaknosp hat eine Knospe auf seinem Rücken. Seine Beineund sein Stamm sind kräftig genug, um sein Gewicht zu tragen.Wenn es lange in der Sonne liegt, ist das ein Anzeichen dafür,dass die Knospe bald blüht."
2,26,7,"Este Pokémon lleva un bulbo en el lomo y, para poder consu peso, tiene unas patas y un tronco gruesos y fuertes.Si empieza a pasar más tiempo al sol, será porque el bulboestá a punto de hacerse una flor grande."
2,26,8,"C’è un germoglio piantato nella schiena di Ivysaur.Per sopportarne il peso, le zampe e il corpo crescono robusti.Quando inizia a passare più tempo esposto al sole, significache il germoglio sboccerà presto in un grande fiore."
2,26,9,"There is a bud on this Pokémon’s back. To support its weight,Ivysaur’s legs and trunk grow thick and strong.If it starts spending more time lying in the sunlight,it’s a sign that the bud will bloom into a large flower soon."
2,26,11,つぼみを　支えるため　足腰が　強くなる。日なたで　じっとする　時間が　長くなればいよいよ　大輪の　花が　咲くころだ。
2,31,1,ようぶんを　とって　おおきくなったつぼみから　かおりが　ただよいだすともうすぐ　ハナがひらく　しょうこだ。
2,31,3,양분을 흡수해서 커진 봉오리에서향기가 나기 시작하면곧 꽃이 핀다는 증거다.
2,31,4,在吸收了養分後，變大的花苞開始飄出香氣時，就表示快要開花了。
2,31,5,"En emmagasinant de l’énergie, son bulbe grossit.Un arôme en émane quand il s’apprête à éclore."
2,31,6,"Die Knospe auf seinem Rücken wächst, indemsie Nährstoffe absorbiert. Kurz vor der Blütesondert sie einen Duft ab."
2,31,7,Su bulbo crece a medida que absorbe nutrientes.Desprende un cierto aroma cuando está a puntode florecer.
2,31,8,"Il suo bocciolo cresce assorbendo nutrimento e,quando è prossimo alla fioritura, emana unforte profumo."
2,31,9,The bud on its back grows by drawing energy. Itgives off an aroma when it is ready to bloom.
2,31,11,養分を　摂って　大きくなったつぼみから　香りが　漂いだすともうすぐ　ハナが開く　証拠だ。
2,31,12,它的花苞会在吸收养分后长大。当花苞发出香味时，就预示着它快要开花了。
2,32,1,ようぶんを　とって　おおきくなったつぼみから　かおりが　ただよいだすともうすぐ　ハナがひらく　しょうこだ。
2,32,3,양분을 흡수해서 커진 봉오리에서향기가 나기 시작하면곧 꽃이 핀다는 증거다.
2,32,4,在吸收了養分後，變大的花苞開始飄出香氣時，就表示快要開花了。
2,32,5,"En emmagasinant de l’énergie, son bulbe grossit.Un arôme en émane quand il s’apprête à éclore."
2,32,6,"Die Knospe auf seinem Rücken wächst, indemsie Nährstoffe absorbiert. Kurz vor der Blütesondert sie einen Duft ab."
2,32,7,Su bulbo crece a medida que absorbe nutrientes.Desprende un cierto aroma cuando está a puntode florecer.
2,32,8,"Il suo bocciolo cresce assorbendo nutrimento e,quando è prossimo alla fioritura, emana unforte profumo."
2,32,9,The bud on its back grows by drawing energy. Itgives off an aroma when it is ready to bloom.
2,32,11,養分を　摂って　大きくなったつぼみから　香りが　漂いだすともうすぐ　ハナが開く　証拠だ。
2,32,12,它的花苞会在吸收养分后长大。当花苞发出香味时，就预示着它快要开花了。
2,33,1,せなかの　つぼみが　おおきくそだってくると　２ほんあしでたつことが　できなくなるらしい。
2,33,3,등에 있는 봉오리가 크게자라면 두 다리로설 수 없게 되는 듯하다.
2,33,4,當背上的花苞長大之後，牠似乎就無法再用兩隻腳站立起來了。
2,33,5,Son bulbe dorsal est devenu si gros qu’il ne peutplus se tenir sur ses pattes postérieures.
2,33,6,"Sobald die Knospe auf seinem Rücken groß wird,kann Bisaknosp nicht mehr auf zwei Beinenstehen."
2,33,7,"Cuando le crece bastante el bulbo del lomo,pierde la capacidad de erguirse sobre las patastraseras."
2,33,8,Il bulbo sulla schiena è cresciuto così tantoda impedirgli di alzarsi in piedi sulle zampeposteriori.
2,33,9,"When the bulb on its back grows large, itappears to lose the ability to stand on itshind legs."
2,33,11,背中の　つぼみが　大きく育ってくると　２本脚で立つことが　できなくなるらしい。
2,33,12,当背上的花苞长大之后，它似乎就无法再用两只脚站立起来了。
2,34,1,たいようの　ひかりを　あびるほどからだに　ちからが　わいて　せなかのつぼみが　そだっていく。
2,34,3,햇빛을 받을수록몸에 힘이 솟아나등의 꽃봉오리가 자라난다.
2,34,4,沐浴在陽光下越久，身體內會湧出越多力量，背上的花苞也會漸漸成長。
2,34,5,La lumière du soleil le rend plus fort et vigoureux.Le bulbe sur son dos grossit en conséquence.
2,34,6,Die Sonne macht es stärker. Die Knospe aufseinem Rücken wächst unter dem Einfluss vonSonnenlicht.
2,34,7,La luz del sol lo fortalece y hace que le crezca elcapullo que tiene en el lomo.
2,34,8,L’esposizione alla luce solare lo rafforzae fa crescere il bocciolo che ha sul dorso.
2,34,9,Exposure to sunlight adds to its strength.Sunlight also makes the bud on its backgrow larger.
2,34,11,太陽の　光を　浴びるほど体に　力が　わいて　背中のつぼみが　育っていく。
2,34,12,沐浴在阳光下越久，身体内会涌出越多力量，背上的花苞也会渐渐成长。
3,1,9,The plant bloomswhen it isabsorbing solar energy. It stayson the move toseek sunlight.
3,2,9,The plant bloomswhen it isabsorbing solar energy. It stayson the move toseek sunlight.
3,3,9,The flower on itsback catches thesun's rays. The sunlight isthen absorbed andused for energy.
3,4,9,"By spreading thebroad petals ofits flower and catching the sun'srays, it fills itsbody with power."
3,5,9,"It is able to con­vert sunlight intoenergy. As a result, it is morepowerful in thesummertime."
3,6,9,"As it warms it­self and absorbsthe sunlight, its flower petalsrelease a pleasantfragrance."
3,7,9,There is a large flower on VENUSAUR’sback. The flower is said to take on vividcolors if it gets plenty of nutrition and sunlight. The flower’s aromasoothes the emotions of people.
3,8,9,There is a large flower on VENUSAUR’sback. The flower is said to take on vividcolors if it gets plenty of nutrition and sunlight. The flower’s aromasoothes the emotions of people.
3,9,9,VENUSAUR’s flower is said to take on vividcolors if it gets plenty of nutrition andsunlight. The flower’s aroma soothes theemotions of people.
3,10,9,A bewitching aroma wafts from its flower.The fragrance becalms those engaged ina battle.
3,11,9,Its plant blooms when it is absorbingsolar energy. It stays on the move toseek sunlight.
3,12,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,13,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,14,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,15,9,"By spreading the broad petals ofits flower and catching the sun’srays, it fills its body with power."
3,16,9,"It is able to convert sunlight intoenergy. As a result, it is morepowerful in the summertime."
3,17,5,Le parfum de sa fleur se fait pluspénétrant les lendemains de pluie.Cela appâte les autres Pokémon.
3,17,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,18,5,Le parfum de sa fleur se fait pluspénétrant les lendemains de pluie.Cela appâte les autres Pokémon.
3,18,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,21,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,22,9,"After a rainy day, the flower onits back smells stronger. Thescent attracts other Pokémon."
3,23,1,おおきな　はなびらを　ひろげたいようの　ひかりを　あびているとからだに　げんきが　みなぎっていく。
3,23,3,큰 꽃잎을 펼쳐햇빛을 받고 있으면몸에 힘이 넘쳐흐른다.
3,23,5,Ses pétales lui servent à capter la lumière du soleil.Il peut ainsi en canaliser l’énergie.
3,23,6,"Es spreizt die breiten Blätter seiner Blüte,um seinen Körper mit Sonnenenergiezu durchfluten."
3,23,7,Llena su cuerpo de energía con los rayos solares quecaptan los anchos pétalos de su flor.
3,23,8,"Si riempie di energia grazie ai grandi petali del fiore,che spalanca catturando i raggi solari."
3,23,9,"By spreading the broad petals of its flowerand catching the sun’s rays, it fills its bodywith power."
3,23,11,大きな　花びらを　広げ太陽の　光を　浴びていると体に　元気が　みなぎっていく。
3,24,1,あめの　ふった　よくじつは　せなかのはなの　かおりが　つよまる。かおりにさそわれ　ポケモンが　あつまる。
3,24,3,비가 내린 다음 날은 등의꽃향기가 강해진다. 향기에이끌려 포켓몬이 모여든다.
3,24,5,Le parfum de sa fleur se fait plus pénétrant leslendemains de pluie. Cela appâte les autres Pokémon.
3,24,6,Nach einem Regentag riecht die Blume auf seinemRücken intensiver. Das Aroma zieht anderePokémon an.
3,24,7,"Después de un día de lluvia, la flor de su lomo tieneun aroma más potente y atrae a otros Pokémon."
3,24,8,"Dopo la pioggia, il fiore sul suo dorso emana unprofumo più intenso e attira gli altri Pokémon."
3,24,9,"After a rainy day, the flower on its back smellsstronger. The scent attracts other Pokémon."
3,24,11,雨の　降った　翌日は背中の　花の　香りが　強まる。香りに　誘われ　ポケモンが　集まる。
3,25,1,じゅうぶんな　えいようと　たいようの　ひかりがはなの　いろを　あざやかに　すると　いわれる。はなの　かおりは　ひとの　こころを　いやす。
3,25,3,충분한 영양분과 태양의 빛이꽃의 색을 선명하게 만든다고 한다.꽃의 향기는 사람의 마음을 치유한다.
3,25,5,Une belle fleur se trouve sur le dos de Florizarre.Elle prend une couleur vive lorsqu’elle est bien nourrie et bienensoleillée. Le parfum de cette fleur peut apaiser les gens.
3,25,6,"Bisaflor hat eine Blume auf seinem Rücken. Wenn sieviel Nahrung und Sonne aufnimmt, verfärbt sie sich bunt.Der Duft der Blume mildert die Emotionen der Menschen."
3,25,7,"Venusaur tiene una flor enorme en el lomo que, segúnparece, adquiere unos colores muy vivos si está biennutrido y le da mucho el sol. El aroma delicado de la flortiene un efecto relajante en el ánimo de las personas."
3,25,8,C’è un grande fiore sulla schiena di Venusaur. Si dice chei colori diventino più vividi con il giusto nutrimento e iraggi solari. Il suo profumo calma le reazioni emotivedelle persone.
3,25,9,There is a large flower on Venusaur’s back. The flower is saidto take on vivid colors if it gets plenty of nutrition and sunlight.The flower’s aroma soothes the emotions of people.
3,25,11,十分な　栄養と　太陽の　光が花の　色を　鮮やかに　すると　いわれる。花の　香りは　人の　心を　癒す。
3,26,1,じゅうぶんな　えいようと　たいようの　ひかりがはなの　いろを　あざやかに　すると　いわれる。はなの　かおりは　ひとの　こころを　いやす。
3,26,3,충분한 영양분과 태양의 빛이꽃의 색을 선명하게 만든다고 한다.꽃의 향기는 사람의 마음을 치유한다.
3,26,5,Une belle fleur se trouve sur le dos de Florizarre.Elle prend une couleur vive lorsqu’elle est bien nourrie et bienensoleillée. Le parfum de cette fleur peut apaiser les gens.
3,26,6,"Bisaflor hat eine Blume auf seinem Rücken. Wenn sie vielNahrung und Sonne aufnimmt, verfärbt sie sich bunt.Der Duft der Blume besänftigt die Gemüter der Menschen."
3,26,7,"Venusaur tiene una flor enorme en el lomo que, segúnparece, adquiere unos colores muy vivos si está biennutrido y le da mucho el sol. El aroma delicado de la flortiene un efecto relajante en el ánimo de las personas."
3,26,8,C’è un grande fiore sulla schiena di Venusaur. Si dice chei colori diventino più vividi con il giusto nutrimento e iraggi solari. Il suo profumo calma le reazioni emotivedelle persone.
3,26,9,There is a large flower on Venusaur’s back. The flower is saidto take on vivid colors if it gets plenty of nutrition and sunlight.The flower’s aroma soothes the emotions of people.
3,26,11,十分な　栄養と　太陽の　光が花の　色を　鮮やかに　すると　いわれる。花の　香りは　人の　心を　癒す。
3,31,1,せなかに　はえた　おおきな　ハナはたいようの　ひかりを　きゅうしゅうしエネルギーに　へんかん　できる。
3,31,3,등 위에 활짝 핀 큰 꽃은태양 빛을 흡수해서에너지로 변환할 수 있다.
3,31,4,長在背上的大花能夠吸收太陽光，並轉換成能量。
3,31,5,Les pétales de sa fleur dorsale absorbent lesrayons du soleil pour les convertir en énergie.
3,31,6,Die große Blume auf seinem Rücken absorbiertSonnenlicht und kann dieses in Energieumwandeln.
3,31,7,La flor que tiene en el lomo puede recoger losrayos solares para transformarlos en energía.
3,31,8,Il grande fiore che ha sulla schiena può assorbirei raggi solari e trasformarli in energia.
3,31,9,The flower on its back catches the sun’s rays.The sunlight is then absorbed andused for energy.
3,31,11,背中に　生えた　大きな　ハナは太陽の　光を　吸収しエネルギーに　変換　できる。
3,31,12,它背上开出的大花能够吸收太阳光并将其转换为能量。
3,32,1,せなかに　はえた　おおきな　ハナはたいようの　ひかりを　きゅうしゅうしエネルギーに　へんかん　できる。
3,32,3,등 위에 활짝 핀 큰 꽃은태양 빛을 흡수해서에너지로 변환할 수 있다.
3,32,4,長在背上的大花能夠吸收太陽光，並轉換成能量。
3,32,5,Les pétales de sa fleur dorsale absorbent lesrayons du soleil pour les convertir en énergie.
3,32,6,Die große Blume auf seinem Rücken absorbiertSonnenlicht und kann dieses in Energieumwandeln.
